character,dialogue,episode,line
Luke,I don't want your help. I want my lamp back. I'll need it to get  out of this slimy mudhole.,5,367
Creature,Mudhole? Slimy? My home this is.,5,368
Creature,"Ah, ah, ah!",5,369
Luke,"Oh, Artoo, let him have it.",5,370
Creature,Mine! Mine!,5,371
Luke,Artoo!,5,372
Creature,Mine!,5,373
Creature,Mine!,5,374
Luke,"Now will you move along, little fella? We're got a lot  of work to do.",5,375
Creature,"No! No, no! Stay and help you, I will.  Find your  friend, hmm?",5,376
Luke,"I'm not looking for a friend, I'm looking for a Jedi Master.",5,377
Creature,Oohhh. Jedi Master. Yoda. You seek Yoda.,5,378
Luke,You know him?,5,379
Creature,"Mmm. Take you to him, I will.  Yes, yes. But now, we  must eat. Come. Good food. Come.",5,380
Creature,"Come, come.",5,381
Luke,"Stay here and watch after the camp, Artoo.",5,382
Threepio,"Oh, where is Artoo when I need him?",5,383
Threepio,"Sir, I don't know where your ship learned to communicate,  but it has the most peculiar dialect. I believe, sir, it says that the power coupling on the negative axis has been polarized. I'm afraid you'll have to replace it.",5,384
Han,"Well, of course I'll have to replace it.",5,385
Han,Here! And Chewie...,5,386
Han,...I think we'd better replace the negative power  coupling.,5,387
Han,"Hey, Your Worship, I'm only trying to help.",5,388
Leia,Would you please stop calling me that?,5,389
Han,"Sure, Leia.",5,390
Leia,"Oh, you make it so difficult sometimes.",5,391
Han,"I do, I really do. You could be a little nicer, though.  Come on, admit it. Sometimes you think I'm all right.",5,392
Leia,Occasionally  maybe...when you aren't  acting like a scoundrel.,5,393
Han,Scoundrel? Scoundrel? I like the sound of that.,5,394
Leia,Stop that.,5,395
Han,Stop what?,5,396
Leia,Stop that! My hands are dirty.,5,397
Han,"My hands are dirty, too. What are you afraid of?",5,398
Leia,Afraid?,5,399
Han,You're trembling.,5,400
Leia,I'm not trembling.,5,401
Han,You like me because I'm a scoundrel. There aren't enough  scoundrels in your life.,5,402
Leia,I happen to like nice men.,5,403
Han,I'm a nice man.,5,404
Leia,"No, you're not. You're...",5,405
Threepio,"Sir, sir! I've isolated the reverse power flux coupling.",5,406
Han,Thank you. Thank you very much.,5,407
Threepio,"Oh, you're perfectly welcome, sir.",5,408
Needa,"...and that, Lord Vader, was the last time they  appeared in any of our scopes. Considering the amount of damage we've sustained, they must have been destroyed.",5,409
Vader,"No, Captain, they're alive. I want every ship available to  sweep the asteroid field until they are found.",5,410
Piett,Lord Vader.,5,411
Vader,"Yes, Admiral, what is it?",5,412
Piett,The Emperor commands you make contact with him.,5,413
Vader,Move the ship out of the asteroid field so that we can send a  clear transmission.,5,414
Piett,"Yes, my lord.",5,415
Vader,"What is thy bidding, my master?",5,416
Emperor,There is a great disturbance in the Force.,5,417
Vader,I have felt it.,5,418
Emperor,We have a new enemy -- Luke Skywalker.,5,419
Vader,"Yes, my master.",5,420
Emperor,He could destroy us.,5,421
Vader,He's just a boy. Obi-Wan can no longer help him.,5,422
Emperor,The Force is strong with him. The son of Skywalker must not  become a Jedi.,5,423
Vader,"If he could be turned, he would become a powerful ally.",5,424
Emperor,Yes. Yes. He would be a great asset. Can it be done?,5,425
Vader,"He will join us or die, my master.",5,426
Luke,"Look, I'm sure it's delicious. I just don't understand why we  can't see Yoda now.",5,427
Creature,"Patience! For the Jedi it is time to eat as well. Eat, eat.  Hot. Good food, hm? Good, hmm?",5,428
Luke,How far away is Yoda? Will it take us long to get there?,5,429
Creature,"Not far. Yoda not far. Patience. Soon you will be with him.   Rootleaf, I cook. Why wish you become Jedi? Hm?",5,430
Luke,"Mostly because of my father, I guess.",5,431
Creature,"Ah, your father. Powerful Jedi was he, powerful Jedi, mmm.",5,432
Luke,"Oh, come on. How could you know my father? You  don't even know who I am.  Oh, I don't even know what I'm doing here. We're wasting our time.",5,433
Creature,I cannot teach him. The boy has no patience.,5,434
Ben,He will learn patience.,5,435
Yoda,"Hmmm. Much anger in him, like his father.",5,436
Ben,Was I any different when you taught me?,5,437
Yoda,Hah. He is not ready.,5,438
Luke,"Yoda! I am ready. I...Ben! I can be a Jedi. Ben, tell him I'm  ready.",5,439
Yoda,"Ready, are you? What know you of ready? For eight hundred years  have I trained Jedi. My own counsel will I keep on who is to be trained! A Jedi must have the deepest commitment, the most serious mind.  This one a long time have I watched. Never his mind on where he was. Hmm? What he was doing. Hmph. Adventure. Heh! Excitement. Heh! A Jedi craves not these things.  You are reckless!",5,440
Ben,"So was I, if you'll remember.",5,441
Yoda,"He is too old. Yes, too old to begin the training.",5,442
Luke,But I've learned so much.,5,443
Yoda,Will he finished what he begins?,5,444
Luke,I won't fail you -- I'm not afraid.,5,445
Yoda,"Oh, you will be. You will be.",5,446
Threepio,"Sir, if I may venture an opinion...",5,447
Han,"I'm not really interested in your opinion, Threepio.",5,448
Leia,There's something out there.,5,449
Han,Where?,5,450
Leia,"Outside, in the cave.",5,451
Threepio,There it is. Listen! Listen!,5,452
Han,I'm going out there.,5,453
Leia,Are you crazy?!,5,454
Han,I just got this bucket back together. I'm not going to let  something tear it apart.,5,455
Leia,Then I'm going with you.,5,456
Threepio,"I think it might be better if I stay here and guard the  ship.  Oh, no.",5,457
Leia,This ground sure feels strange. It doesn't feel like rock at  all.,5,458
Han,There's an awful lot of moisture in here.,5,459
Leia,I don't know. I have a bad feeling about this.,5,460
Han,Yeah.,5,461
Han,Watch out!,5,462
Han,"Yeah, that's what I thought. Mynock. Chewie, check the rest of  the ship, make sure there aren't any more attached. They're chewing on the power cables.",5,463
Leia,Mynocks?,5,464
Han,Go on inside. We'll clean them off if there are any more.,5,465
Threepio,Ohhh! Go away! Go away! Beastly thing. Shoo! Shoo!,5,466
Han,Wait a minute...,5,467
Han,"All right, Chewie, let's get out of here!",5,468
Leia,The Empire is still out there. I don't think it's wise to...,5,469
Han,No time to discuss this as a committee.,5,470
Leia,I am not a committee!,5,471
Leia,You can't make the jump to light-speed in this asteroid field...,5,472
Han,"Sit down, sweetheart. We're taking off!",5,473
Threepio,Look!,5,474
Han,"I see it, I see it.",5,475
Threepio,We're doomed!,5,476
Leia,The cave is collapsing.,5,477
Han,This is no cave.,5,478
Leia,What?,5,479
Yoda,"Run! Yes. A Jedi's strength flows from the Force. But beware of  the dark side. Anger...fear...aggression. The dark side of the Force are they. Easily they flow, quick to join you in a fight. If once you start down the dark path, forever will it dominate your destiny, consume you it will, as it did Obi-Wan's apprentice.",5,480
Luke,Vader. Is the dark side stronger?,5,481
Yoda,"No...no...no. Quicker, easier, more seductive.",5,482
Luke,But how am I to know the good side from the bad?,5,483
Yoda,"You will know. When you are calm, at peace. Passive. A Jedi uses  the Force for knowledge and defense, never for attack.",5,484
Luke,But tell me why I can't...,5,485
Yoda,"No, no, there is no why. Nothing more will I  teach you today. Clear your mind of questions. Mmm. Mmmmmm.",5,486
Luke,There's something not right here.,5,487
Luke,"I feel cold, death.",5,488
Yoda,That place...is strong with the dark side of the Force. A domain  of evil it is. In you must go.,5,489
Luke,What's in there?,5,490
Yoda,Only what you take with you.,5,491
Yoda,Your weapons...you will not need them.,5,492
Piett,Bounty hunters. We don't need that scum.,5,493
First Controller,"Yes, sir.",5,494
Piett,Those Rebels won't escape us.,5,495
Second Controller,"Sir, we have a priority signal from the Star  Destroyer Avenger.",5,496
Piett,Right.,5,497
Vader,"...there will be a substantial reward for the one who finds  the Millennium Falcon. You are free to use any methods necessary, but I want them alive. No disintegrations.",5,498
Boba Fett,As you wish.,5,499
Piett,"Lord Vader! My lord, we have them.",5,500
Threepio,"Oh, thank goodness we're coming out of the asteroid field.",5,501
Han,Let's get out of here. Ready for light-speed? One...two...three!,5,502
Han,It's not fair!,5,503
Han,The transfer circuits are working. It's not my fault!,5,504
Leia,No light-speed?,5,505
Han,It's not my fault.,5,506
Threepio,"Sir, we just lost the main rear deflector shield. One more  direct hit on the back quarter and we're done for.",5,507
Han,Turn her around.,5,508
Han,I said turn her around! I'm going to put all power in the front  shield.,5,509
Leia,You're going to attack them?!,5,510
Threepio,"Sir, the odds of surviving a direct assault on an Imperial  Star Destroyer...",5,511
Leia,Shut up!,5,512
Needa,They're moving to attack position. Shields up!,5,513
Needa,"Track them,. They may come around for another pass.",5,514
Tracking Officer,"Captain Needa, the ship no longer appears on our  scopes.",5,515
Needa,They can't have disappeared. No ship that small has a cloaking  device.,5,516
Tracking Officer,"Well, there's no trace of them, sir.",5,517
Communications Officer,"Captain, Lord Vader demands an update on the  pursuit.",5,518
Needa,"Get a shuttle ready. I shall assume full  responsibility for losing them, and apologize to Lord Vader. Meanwhile, continue to scan the area.",5,519
Communications Officer,"Yes, Captain Needa.",5,520
Yoda,Use the Force. Yes...,5,521
Yoda,Now...the stone. Feel it.,5,522
Yoda,Concentrate!,5,523
Luke,"Oh, no. We'll never get it out now.",5,524
Yoda,So certain are you. Always with you it cannot be done. Hear you  nothing that I say?,5,525
Luke,"Master, moving stones around is one thing. This is totally  different.",5,526
Yoda,No! No different! Only different in your mind. You must unlearn  what you have learned.,5,527
Luke,"All right, I'll give it a try.",5,528
Yoda,No! Try not. Do. Or do not. There is no try.,5,529
Luke,I can't. It's too big.,5,530
Yoda,"Size matters not. Look at me. Judge me by my size, do you? Hm?  Mmmm.",5,531
Yoda,"And well you should not. For my ally in the Force. And a  powerful ally it is. Life creates it, makes it grow. It's energy surrounds us and binds us. Luminous beings are we......not this crude matter.  You must feel the Force around you.  Here, between you...me...the tree...the rock...everywhere! Yes, even between this land and that ship!",5,532
Luke,You want the impossible.,5,533
Luke,I don't...I don't believe it.,5,534
Yoda,That is why you fail.,5,535
Vader,"Apology accepted, Captain Needa.",5,536
Piett,"Lord Vader, our ships have completed their scan of the area and  found nothing. If the Millennium Falcon went into light-speed, it'll be on the other side of the galaxy by now.",5,537
Vader,Alert all commands. Calculate every possible destination along  their last know trajectory.,5,538
Piett,"Yes, my lord. We'll find them.",5,539
Vader,"Don't fail me again, Admiral.",5,540
Piett,Alert all commands. Deploy the fleet.,5,541
Threepio,"Captain Solo, this time you have gone too far.  No, I will not be quiet, Chewbacca. Why doesn't anyone listen to me?",5,542
Han,The fleet is beginning to break up. Go back and stand  by the manual release for the landing claw.,5,543
Threepio,I really don't see how thats going to help. Surrender is a  perfectly acceptable alternative in extreme circumstances. The Empire may be gracious enough...,5,544
Han,Thank you.,5,545
Leia,What did you have in mind for your next move?,5,546
Han,"Well, if they follow standard Imperial procedure, they'll dump  their garbage before they go to light-speed, then we just float away.",5,547
Leia,With the rest of the garbage. Then what?,5,548
Han,Then we've got to find a safe port somewhere around here. Got any  ideas?,5,549
Leia,No. Where are we?,5,550
Han,The Anoat system.,5,551
Leia,Anoat system. There's not much there.,5,552
Han,"No. Well, wait. This is interesting. Lando.",5,553
Leia,Lando system?,5,554
Han,"Lando's not a system, he's a man. Lando Calrissian. He's a card  player, gambler, scoundrel. You'd like him.",5,555
Leia,Thanks.,5,556
Han,"Bespin. It's pretty far, but I think we can make it.",5,557
Leia,A mining colony?,5,558
Han,"Yeah, a Tibanna gas mine. Lando conned somebody out of it. We go  back a long way, Lando and me.",5,559
Leia,Can you trust him?,5,560
Han,"No. But he has no love for the Empire, I can tell you that.",5,561
Han,"Here we go, Chewie. Stand by. Detach!",5,562
Leia,"You do have your moments. Not many, but you have them.",5,563
Yoda,"Concentrate...feel the Force flow. Yes. Good. Calm, yes. Through  the Force, things you will see. Other places. The future...the past. Old friends long gone.",5,564
Luke,Han! Leia!,5,565
Yoda,"Hmm. Control, control. You must learn control.",5,566
Luke,I saw...I saw a city in the clouds.,5,567
Yoda,Mmm. Friends you have there.,5,568
Luke,They were in pain.,5,569
Yoda,It is the future you see.,5,570
Luke,Future? Will they die?,5,571
Yoda,Difficult to see. Always in motion is the future.,5,572
Luke,I've got to go to them.,5,573
Yoda,"Decide you must how to serve them best. If you leave now, help  them you could. But you would destroy all for which they have fought and suffered.",5,574
Han,"No, I don't have a landing permit. I'm trying  to reach Lando Calrissian.",5,575
Han,Whoa! Wait a minute! Let me explain.,5,576
Intercom Voice,You will not deviate from your present course.,5,577
Threepio,"Rather touchy, aren't they?",5,578
Leia,I thought you knew this person.,5,579
Han,"Well, that was a long time ago. I'm sure he's  forgotten about that.",5,580
Intercom Voice,Permission granted to land on Platform  Three-two-seven.,5,581
Han,Thank you.,5,582
Han,"There's nothing to worry about. We go way back, Lando and me.",5,583
Leia,Who's worried?,5,584
Threepio,Oh. No one to meet us.,5,585
Leia,I don't like this.,5,586
Han,"Well, what would you like?",5,587
Threepio,"Well, they did let us land.",5,588
Han,"Look, don't worry. Everything's going to be fine. Trust me.",5,589
Han,"See? My friend.  Keep your eyes open, okay?",5,590
Lando,"Why, you slimy, double-crossing, no-good swindler! You've got a  lot of guts coming here, after what you pulled.",5,591
Lando,"How you doing, you old pirate? So good to see you! I  never thought I'd catch up with you again. Where you been?",5,592
Threepio,"Well, he seems very friendly.",5,593
Leia,Yes...very friendly.,5,594
Lando,What are you doing here?,5,595
Han,Ahh...repairs. I thought you could  help me out.,5,596
Lando,What have you done to my ship?,5,597
Han,"Your ship? Hey, remember, you lost her to me fair and square.",5,598
Lando,Hello. What have we here? Welcome. I'm Lando Calrissian. I'm  the administrator of this facility. and who might you be?,5,599
Leia,Leia.,5,600
Lando,"Welcome, Leia.",5,601
Han,"All right, all right, you old smoothie.",5,602
Threepio,"Hello, sir. I am See-Threepio, human-cyborg relations. My  facilities are at your...",5,603
Threepio,"Well, really!",5,604
Lando,What's wrong with the Falcon?,5,605
Han,Hyperdrive.,5,606
Lando,I'll get my people to work on it.,5,607
Han,Good.,5,608
Lando,"You know, that ship saved my life quite a few times. She's the  fastest hunk of junk in the galaxy.",5,609
Han,How's the gas mine? Is it paying off for you?,5,610
Lando,"Oh, not as well as I'd like. We're a small outpost and not very  self-sufficient. And I've had supply problems of every kind. I've had labor difficulties... What's so funny?",5,611
Han,"You. Listen to you -- you sound like a businessman, a responsible  leader. Who'd have thought that, huh?",5,612
Lando,"You know, seeing you sure brings back a few things.",5,613
Han,Yeah.,5,614
Lando,"Yeah, I'm responsible these days. It's the  price you pay for being successful.",5,615
Threepio,Oh! Nice to see a familiar face.,5,616
Second Threepio,E chu ta!,5,617
Threepio,How rude!,5,618
Threepio,That sounds like an R2 unit in there. I wonder if...,5,619
Threepio,"Hello? How interesting. Oh, my.",5,620
Man,Who are you?,5,621
Threepio,"Oh, I'm terribly sorry. I...I didn't mean to intrude. No,  no, please don't get up. No!",5,622
Yoda,Luke! You must complete the training.,5,623
Luke,I can't keep the vision out of my head. They're my friends. I've  got to help them.,5,624
Yoda,You must not go!,5,625
Luke,But Han and Leia will die if I don't.,5,626
Ben,You don't know that.,5,627
Ben,Even Yoda cannot see their fate.,5,628
Luke,But I can help them! I feel the Force!,5,629
Ben,"But you cannot control it. This is a dangerous time for you, when  you will be tempted by the dark side of the Force.",5,630
Yoda,"Yes, yes. To Obi-Wan you listen. The cave. Remember your failure  at the cave!",5,631
Luke,"But I've learned so much since then. Master Yoda, I promise to  return and finish what I've begun. You have my word.",5,632
Ben,It is you and your abilities the Emperor wants. that is why your  friends are made to suffer.,5,633
Luke,And that is why I have to go.,5,634
Ben,"Luke, I don't want to lose you to the Emperor the way I lost  Vader.",5,635
Luke,You won't.,5,636
Yoda,"Stopped they must be. On this depends. Only a fully trained Jedi  Knight with the Force as his ally will conquer Vader and his Emperor. If you end your training now, if you choose the quick and easy path, as Vader did, you will become an agent of evil.",5,637
Ben,Patience.,5,638
Luke,And sacrifice Han and Leia?,5,639
Yoda,If you honor what they fight for...yes!,5,640
Ben,"If you choose to face Vader, you will do it alone. I cannot  interfere.",5,641
Luke,"I understand.  Artoo, fire up the  converters.",5,642
Ben,"Luke, don't give in to hate -- that leads to the dark side.",5,643
Yoda,Strong is Vader. Mind what you have learned. Save you it can.,5,644
Luke,I will. And I'll return. I promise.,5,645
Yoda,"Told you, I did. Reckless is he. Now matters are worse.",5,646
Ben,That boy is our last hope.,5,647
Yoda,No. There is another.,5,648
Han,The ship is almost finished. Two or Three more things and we're  in great shape.,5,649
Leia,The sooner the better. Something's wrong here. No one has seen  or knows anything about Threepio. He's been gone too long to have gotten lost.,5,650
Han,Relax. I'll talk to Lando and see what I can find out.,5,651
Leia,I don't trust Lando.,5,652
Han,"Well, I don't trust him, either. But he is my friend. Besides,  we'll soon be gone.",5,653
Leia,"And then you're as good as gone, aren't you?",5,654
Leia,What happened?,5,655
Han,Where? Found him in a junk pile?,5,656
Leia,"Oh, what a mess. Chewie, do you think you can repair him?",5,657
Han,Lando's got people who can fix him.,5,658
Leia,"No, thanks.",5,659
Lando,I'm sorry. Am I interrupting anything?,5,660
Leia,Not really.,5,661
Lando,You look absolutely beautiful. You truly belong here with us  among the clouds.,5,662
Leia,Thank you.,5,663
Lando,Will you join me for a little refreshment?,5,664
Lando,"Everyone's invited, of course.",5,665
Lando,Having trouble with you droid?,5,666
Han,No. No problem. Why?,5,667
Lando,"So you see, since we're a small operation, we don't fall into  the...uh...jurisdiction of the Empire.",5,668
Leia,So you're part of the mining guild then?,5,669
Lando,"No, not actually. Our operation is small enough not to be  noticed...which is advantageous for everybody since our customers are anxious to avoid attracting attention to themselves.",5,670
Han,Aren't you afraid the Empire's going to find out about this  little operation and shut you down?,5,671
Lando,That's always been a danger looming like a shadow over  everything we've built here. But things have developed that will insure security. I've just made a deal that will keep the Empire out of here forever.,5,672
Vader,We would be honored if you would join us.,5,673
Lando,I had no choice. They arrived right before you did. I'm sorry.,5,674
Han,"I'm sorry, too.",5,675
Luke,"No, Threepio's with them.",5,676
Luke,Just hang on. We're almost there.,5,677
Threepio,"Mmmm. Oh, my. Uh, I, uh -- Take this off! I, uh, don't mean  to intrude here. I, don't, no, no, no...Please don't get up. No!",5,678
Threepio,"Stormtroopers? Here? We're in danger. I must tell the  others. Oh, no! I've been shot!",5,679
Lando,Lord Vader.,5,680
Vader,You may take Captain Solo to Jabba the Hut after I  have Skywalker.,5,681
Boba Fett,He's no good to me dead.,5,682
Vader,He will not be permanently damaged.,5,683
Lando,"Lord Vader, what about Leia and the Wookiee?",5,684
Vader,They must never again leave this city.,5,685
Lando,"That was never a condition of our agreement, nor was giving Han  to this bounty hunter!",5,686
Vader,Perhaps you think you're being treated unfairly.,5,687
Lando,No.,5,688
Vader,Good. It would be unfortunate if I had to leave a garrison  here.,5,689
Lando,This deal's getting worse all the time.,5,690
Threepio,"Oh, yes, that's very good. I like that. Oh! Something's not  right because now I can't see. Wait. Wait! Oh, my! what have you done? I'm backwards, you stupid furball. Only an overgrown mophead like you would be stupid enough...",5,691
Han,I feel terrible.,5,692
Leia,Why are they doing this?,5,693
Han,They never even asked me any questions.,5,694
Leia,Lando.,5,695
Han,"Get out of here, Lando!",5,696
Lando,Shut up and listen! Vader has agreed to turn Leia and Chewie  over to me.,5,697
Han,Over to you?,5,698
Lando,"They'll have to stay here, but at least they'll be safe.",5,699
Leia,What about Han?,5,700
Lando,Vader's giving him to the bounty hunter.,5,701
Leia,Vader wants us all dead.,5,702
Lando,He doesn't want you at all. He's after somebody called  Skywalker.,5,703
Han,Luke?,5,704
Lando,Lord Vader has set a trap for him.,5,705
Leia,And we're the bait.,5,706
Lando,"Well, he's on his way.",5,707
Han,"Perfect. You fixed us all pretty good, didn't you?   My friend!",5,708
Lando,"Stop! I've done all I can do. I'm sorry I couldn't do better,  but I have my own problems.",5,709
Han,"Yeah, you're a real hero.",5,710
Leia,You certainly have a way with people.,5,711
Vader,"This facility is crude, but it should be adequate to freeze  Skywalker for his journey to the Emperor.",5,712
Imperial Soldier,"Lord Vader, ship approaching. X-wing class.",5,713
Vader,Good. Monitor Skywalker and allow him to land.,5,714
Lando,"Lord Vader, we only use this facility for carbon freezing. If  you put him in there, it might kill him.",5,715
Vader,I do not want the Emperor's prize damaged. We will test it...on  Captain Solo.,5,716
Threepio,"If only you had attached my legs, I wouldn't be in this  ridiculous position. Now, remember, Chewbacca, you have a responsibility to me, so don't do anything foolish.",5,717
Han,What's going on...buddy?,5,718
Lando,You're being put into carbon freeze.,5,719
Boba Fett,What if he doesn't survive? He's worth a lot to me.,5,720
Vader,The Empire will compensate you if he dies. Put him in!,5,721
Threepio,"Oh, no! No, no, no! Stop, Chewbacca, stop...!",5,722
Han,"Stop, Chewie, stop! Do you hear me? Stop!",5,723
Threepio,"Yes, stop, please! I'm not ready to die.",5,724
Han,"Chewie! Chewie, this won't help me. Hey!",5,725
Han,Save your strength. There'll be another time. The princess -- you  have to take care of her. You hear me?,5,726
Leia,I love you!,5,727
Han,I know.,5,728
Threepio,"What...what's going on? Turn around, Chewbacca, I can't see.  Oh...they've encased him in carbonite. He should be quite well-protected -- if he survives the freezing process, that is.",5,729
Vader,"Well, Calrissian, did he survive?",5,730
Lando,"Yes, he's alive. And in perfect hibernation.",5,731
Vader,He's all yours bounty hunter. Reset the chamber for Skywalker.,5,732
Imperial Officer,"Skywalker has just landed, my lord.",5,733
Vader,"Good. See to it that he finds his way here. Calrissian, take  the princess and the Wookiee to my ship.",5,734
Lando,You said they'd be left in the city under my supervision.,5,735
Vader,I am altering the deal. Pray I don't alter it any further.,5,736
Leia,"Luke! Luke, don't -- it's a trap! It's a trap!",5,737
Vader,"The Force is with you, young Skywalker. But you are not a Jedi  yet.",5,738
Lando,Well done. Hold them in the security tower -- and keep it  quiet. Move.,5,739
Leia,What do you think you're doing?,5,740
Lando,We're getting out of here.,5,741
Threepio,I knew all along it had to be a mistake.,5,742
Leia,Do you think that after what you did to Han we're going to trust  you?,5,743
Lando,I had no choice...,5,744
Threepio,"What are you doing? Trust him, trust him!",5,745
Leia,"Oh, so we understand, don't we, Chewie? He had no choice.",5,746
Lando,I'm just trying to help...,5,747
Leia,We don't need any of your help.,5,748
Lando,H-a-a-a...,5,749
Leia,What?,5,750
Threepio,It sounds like Han.,5,751
Lando,"There's still a chance to save Han...I mean, at the East  Platform...",5,752
Leia,Chewie.,5,753
Threepio,"I'm terribly sorry about all this. After all,  he's only a Wookiee.",5,754
Boba Fett,Put Captain Solo in the cargo hold.,5,755
Threepio,Artoo! Artoo! Where have you been?,5,756
Threepio,"Turn around, you wooly...!  Hurry, hurry! We're  trying to save Han from the bounty hunter!",5,757
Threepio,"Well, at least your still in one piece! Look what happened  to me!",5,758
Threepio,"Oh, no! Chewie, they're behind you!",5,759
Vader,"You have learned much, young one.",5,760
Luke,You'll find I'm full of surprises.,5,761
Vader,"Your destiny lies with me, Skywalker. Obi-Wan knew this to be  true.",5,762
Luke,No!,5,763
Vader,All to easy. Perhaps you are not as strong as the Emperor  thought.,5,764
Vader,Impressive...most impressive.,5,765
Vader,Obi-Wan has taught you well. You have controlled your fear...  now release your anger.,5,766
Vader,Only your hatred can destroy me.,5,767
Lando,The security codes has been changed!,5,768
Threepio,"Artoo, you can tell the computer to override the security  system.",5,769
Lando,Attention! This is Lando Calrissian. The Empire has takes  control of the city. I advise everyone to leave before more Imperial troops arrive.,5,770
Lando,This way.,5,771
Threepio,Don't blame me. I'm an interpreter. I'm not supposed to know  a power socket from a computer terminal.,5,772
Threepio,"What are you talking about? We're not interested in the  hyperdrive on the Millennium Falcon. It's fixed! Just open the door, you stupid lump.",5,773
Threepio,I never doubted you for a second. Wonderful!,5,774
Threepio,"Ouch! Oh! Ah! That hurt, Bend down, you thoughtless...Ow!",5,775
Lando,Leia! Go!,5,776
Threepio,"I thought that hairy beast would be the end of me. Of  course, I've looked better.",5,777
Vader,You are beaten. It is useless to resist. Don't let yourself be  destroyed as Obi-Wan did.,5,778
Vader,"There is no escape. Don't make me destroy you. You do not yet  realize your importance. You have only begun to discover you power. Join me and I will complete your training. With our combined strength, we can end this destructive conflict and bring order to the galaxy.",5,779
Luke,I'll never join you!,5,780
Vader,If you only knew the power of the dark side. Obi-Wan never told  you what happened to your father.,5,781
Luke,He told me enough! He told me you killed him.,5,782
Vader,No. I am your father.,5,783
Luke,No. No. That's not true! That's impossible!,5,784
Vader,Search your feelings. You know it to be true.,5,785
Luke,No! No! No!,5,786
Vader,"Luke. You can destroy the Emperor. He has foreseen this. It is  your destiny. Join me, and we can rule the galaxy as father and son. Come with me. It's the only way.",5,787
Luke,"Ben...Ben, please!",5,788
Luke,Ben. Leia!,5,789
Luke,Hear me! Leia!,5,790
Leia,Luke...We've got to go back.,5,791
Lando,What?,5,792
Leia,I know where Luke is.,5,793
Lando,But what about those fighter?,5,794
Leia,"Chewie, just do it.",5,795
Lando,But what about Vader?,5,796
Lando,"All right, all right, all right.",5,797
Vader,Bring my shuttle.,5,798
Lando,"Look, someone's up there.",5,799
Leia,"It's Luke. Chewie, slow down. Slow down and we'll get under him.  Lando, open the top hatch.",5,800
Leia,"Okay. Easy, Chewie.",5,801
Leia,Lando?,5,802
Lando,"Okay, let's go.",5,803
Luke,"Oh, Leia.",5,804
Lando,"All right, Chewie. Let's go.",5,805
Leia,I'll be back.,5,806
Leia,Star Destroyer.,5,807
Lando,"All right, Chewie. Ready for light-speed.",5,808
Leia,If your people fixed the hyperdrive.,5,809
Leia,All the coordinates are set. It's now or never.,5,810
Lando,Punch it!,5,811
Lando,They told me they fixed it. I trusted them to fix it. It's not  my fault!,5,812
Piett,"They'll be in range of our tractor beam in moments, lord.",5,813
Vader,Did your men deactivate the hyperdrive on the Millennium  Falcon?,5,814
Piett,"Yes, my lord.",5,815
Vader,Good. Prepare the boarding party and set for your weapons for  stun.,5,816
Piett,"Yes, my lord.",5,817
Threepio,Noisy brute. Why don't we just go into light-speed?,5,818
Threepio,We can't? How would you know the hyperdrive is deactivated?,5,819
Threepio,"The city's central computer told you? Artoo-Detoo, you know  better than to trust a strange computer. Ouch! Pay attention to what you're doing!",5,820
Vader,Luke.,5,821
Luke,Father.,5,822
Vader,"Son, come with me.",5,823
Luke,"Ben, why didn't you tell me?",5,824
Lando,Chewie!,5,825
Luke,It's Vader.,5,826
Vader,Luke...it is your destiny.,5,827
Luke,"Ben, why didn't you tell me?",5,828
Piett,Alert all commands. Ready for the tractor beam.,5,829
Threepio,"Artoo, come back at once! You haven't finished with me yet!  You don't know how to fix the hyperdrive. Chewbacca can do it. I'm standing here in pieces, and you're having delusions of grandeur!",5,830
Threepio,"Oh, you did it!",5,831
Lando,"Luke, we're ready for takeoff.",5,832
Luke,"Good luck, Lando",5,833
Lando,"When we find Jabba the Hut and that bounty  hunter, we'll contact you.",5,834
Luke,I'll meet you at the rendezvous point on  Tatooine.,5,835
Lando,"Princess, we'll find Han. I promise.",5,836
Luke,"Chewie, I'll be waiting for your signal.",5,837
Luke,"Take care, you two. May the Force be with you.",5,838
Luke,Ow!,5,839
Shuttle Captain,"Command station, this is ST 321. Code Clearance Blue. We're starting our approach. Deactivate the security shield.",6,1
Death Star Controller,The security deflector shield will be deactivated when we have confirmation of your code transmission. Stand by... You are clear to proceed.,6,2
Shuttle Captain,We're starting our approach.,6,3
Officer,Inform the commander that Lord Vader's shuttle has arrived.,6,4
Operator,"Yes, sir.",6,5
Jerjerrod,"Lord Vader, this is an unexpected pleasure.  We're honored by your presence.",6,6
Vader,"You may dispense with the pleasantries, Commander. I'm here to put you back on schedule.",6,7
Jerjerrod,"I assure you, Lord Vader, my men are working as fast as they can.",6,8
Vader,Perhaps I can find new ways to motivate them.,6,9
Jerjerrod,"I tell you, this station will be operational as planned.",6,10
Vader,The Emperor does not share your optimistic appraisal of the situation.,6,11
Jerjerrod,But he asks the impossible. I need more men.,6,12
Vader,Then perhaps you can tell him when he arrives.,6,13
Jerjerrod,The Emperor's coming here?,6,14
Vader,"That is correct, Commander. And he is most displeased with your apparent lack of progress.",6,15
Jerjerrod,We shall double our efforts.,6,16
Vader,"I hope so, Commander, for your sake. The Emperor is not as forgiving as I am.",6,17
