character,dialogue,episode,line
Vader,What do you mean?,4,380
Tarkin,I think it is time we demonstrate the full power of this station.Set your course for Princess Leia's home planet of Alderaan.,4,381
Trooper,With pleasure.,4,382
Threepio,"Lock the door, Artoo.",4,383
Trooper,"All right, check that side of the street.  It's secure.  Move on to the next door.",4,384
Threepio,"I would much rather have gone with Master Luke than stay here with you.  I don't know what all this trouble is about, but I'm sure it must be your fault.",4,385
Threepio,You watch your language!,4,386
Luke,"He says it's the best he can do.  Since the XP-38 came out, they ",4,387
Ben,It will be enough.,4,388
Ben,"If the ship's as fast as he's boasting, we ought to do well.",4,389
Jabba,"Come on out, Solo!",4,390
Han,"I've been waiting for you, Jabba.",4,391
Jabba,I expected you would be.,4,392
Han,I'm not the type to run.,4,393
Jabba,"Han, my boy, there are times when you disappoint me... why haven't you paid me?  And why did you have to fry poor Greedo like that... after all we've been through together.",4,394
Han,You sent Greedo to blast me.,4,395
Jabba,"Han, why you're the best smuggler in the business.  You're too valuable to fry.  He was only relaying my concern at your delays.  He wasn't going to blast you.",4,396
Han,"I think he thought he was.  Next time don't send one of those twerps.  If you've got something to say to me, come see me yourself.",4,397
Jabba,"Han, Han!  If only you hadn't had to dump that shipment of spice... you understand I just can't make an exception.  Where would I be if every pilot who smuggled for me dumped their shipment at the first sign of an Imperial starship?  It's not good business.",4,398
Han,"You know, even I get boarded sometimes, Jabba.  I had no choice, but I've gota charter now and I can pay you back, plus a little extra.  I just need some more time.",4,399
Jabba,"Put your blasters away.  Han, my boy, I'm only doing this because you're the best and I need you.  So, for an extra, say... twenty percent I'll give you a little more time... but this is it.  If you disappoint me again, I'll put a price on your head so large you won't be able to go near a civilized system for the rest of your short life.",4,400
Han,"Jabba, I'll pay you because it's my pleasure.",4,401
Luke,What a piece of junk.,4,402
Han,"She'll make point five beyond the speed of light.  She may not look like much, but she's got it where it counts, kid.  I've added some special modifications myself.",4,403
Han,"We're a little rushed, so if you'll hurry aboard we'll get out of here.",4,404
Threepio,"Hello, sir.",4,405
Trooper,Which way?,4,406
Trooper,"All right, men.  Load your weapons!",4,407
Trooper,Stop that ship!,4,408
Trooper,Blast 'em!,4,409
Han,"Chewie, get us out of here!",4,410
Threepio,"Oh, my.  I'd forgotten how much I hate space travel.",4,411
Han,It looks like an Imperial cruiser.  Our passengers must be hotter than I thought.  Try and hold them off.  Angle the deflector shield while I make the calculations for the jump to light speed.,4,412
Han,Stay sharp!  There are two more coming in; they're going to try to cut us off.,4,413
Luke,Why don't you outrun them?  I thought you said this thing was fast.,4,414
Han,"Watch your mouth, kid, or you're going to find yourself floating home.  We'll be safe enough once we make the jump to hyperspace.  Besides, I know a few maneuvers. We'll lose them!",4,415
Han,Here's where the fun begins!,4,416
Ben,How long before you can make the jump to light speed?,4,417
Han,It'll take a few moments to get the coordinates from the navi-computer.,4,418
Luke,Are you kidding?  At the rate they're gaining...,4,419
Han,"Traveling through hyperspace isn't like dusting crops, boy!  Without precise calculations we could fly right through a star or bounce too close to a supernova and that'd end your trip real quick, wouldn't it?",4,420
Luke,What's that flashing?,4,421
Han,"We're losing our deflector shield.  Go strap yourself in, I'm going to make the jump to light speed.",4,422
Motti,We've entered the Alderaan system.,4,423
Leia,"Governor Tarkin, I should have expected to find you holding Vader's leash.  I recognized your foul stench when I was brought on board.",4,424
Tarkin,Charming to the last.  You don't know how hard I found it signing the order to terminate your life!,4,425
Leia,to take the responsibility yourself!,4,426
Tarkin,"Princess Leia, before your execution I would like you to be my guest at a ceremony that will make this battle station operational.  No star system will dare oppose the Emperor now.",4,427
Leia,"The more you tighten your grip, Tarkin, the more star systems will slip through your fingers.",4,428
Tarkin,"Not after we demonstrate the power of this station.  In a way, you have determined the choice of the planet that'll be destroyed first.  Since you are reluctant to provide us with the location of the Rebel base, I have chosen to test this station's destructive power... on your home planet of Alderaan.",4,429
Leia,No!  Alderaan is peaceful.  We have no weapons.  You can't possibly...,4,430
Tarkin,You would prefer another target?  A military target?  Then name the system!,4,431
Tarkin,I grow tired of asking this.  So it'll be the last time.  Where is the Rebel base?,4,432
Leia,Dantooine.,4,433
Leia,They're on Dantooine.,4,434
Tarkin,"There.  You see Lord Vader, she can be reasonable. Continue with the operation.  You may fire when ready.",4,435
Leia,What?,4,436
Tarkin,You're far too trusting.  Dantooine is too remote to make an effective demonstration.  But don't worry.  We will deal with your Rebel friends soon enough. ,4,437
Leia,No!,4,438
Vader,Commence primary ignition.,4,439
Luke,Are you all right?  What's wrong?,4,440
Ben,I felt a great disturbance in the Force... as if millions of voices suddenly cried out in terror and were suddenly silenced.  I fear something terrible has happened.,4,441
Ben,You'd better get on with your exercises.,4,442
Han,"Well, you can forget your troubles with those Imperial slugs.  I told you I'd outrun 'em.",4,443
Han,Don't everyone thank me at once.,4,444
Han,"Anyway, we should be at Alderaan about oh-two-hundred hours.",4,445
Threepio,"Now be careful, Artoo.",4,446
Threepio,He made a fair move.  Screaming about it won't help you.,4,447
Han,Let him have it. It's not wise to upset a Wookiee.,4,448
Threepio,"But sir, nobody worries about upsetting a droid.",4,449
Han,That's 'cause droids don't pull people's arms out of their socket when they lose.  Wookiees are known to do that.,4,450
Threepio,"I see your point, sir.  I suggest a new strategy, Artoo.  Let the Wookiee win.",4,451
Ben,"Remember, a Jedi can feel the Force flowing through him.",4,452
Luke,You mean it controls your actions?,4,453
Ben,Partially. But it also obeys your commands.,4,454
Han,"Hokey religions and ancient weapons are no match for a good blaster at your side, kid.",4,455
Luke,"You don't believe in the Force, do you?",4,456
Han,"Kid, I've flown from one side of this galaxy to the other.  I've seen a lot of strange stuff, but I've never seen anything to make me believe there's one all-powerful force controlling everything.  There's no mystical energy field that controls my destiny.",4,457
Han,It's all a lot of simple tricks and nonsense.,4,458
Ben,"I suggest you try it again, Luke.",4,459
Ben,"This time, let go your conscious self and act on instinct.",4,460
Luke,"With the blast shield down, I can't even see.  How am I supposed to fight?",4,461
Ben,Your eyes can deceive you.  Don't trust them.,4,462
Ben,Stretch out with your feelings.,4,463
Ben,"You see, you can do it.",4,464
Han,I call it luck. ,4,465
Ben,"In my experience, there's no such thing as luck.",4,466
Han,"Look, going good against remotes is one thing.  Going good against the living?  That's something else.",4,467
Han,Looks like we're coming up on Alderaan.,4,468
Luke,"You know, I did feel something.  I could almost see the remote.",4,469
Ben,That's good.  You have taken your first step into a larger world.,4,470
Tarkin,Yes.,4,471
Officer Cass,"Our scout ships have reached Dantooine.  They found the remains of a Rebel base, but they estimate that it has been deserted for some time.  They are now conducting an extensive search of the surrounding systems.",4,472
Tarkin,She lied!  She lied to us!,4,473
Vader,I told you she would never consciously betray the Rebellion.,4,474
Tarkin,Terminate her... immediately!,4,475
Han,"Stand by, Chewie, here we go.  Cut in the sublight engines.",4,476
Han,"What the...?  Aw, we've come out of hyperspace into a meteor shower.  Some kind of asteroid collision.  It's not on any of the charts.",4,477
Luke,What's going on?,4,478
Han,"Our position is correct, except... no, Alderaan!",4,479
Luke,What do you mean?  Where is it?,4,480
Han,"Thats what I'm trying to tell you, kid.  It ain't there.  It's been totally blown away.",4,481
Luke,What?  How?,4,482
Ben,Destroyed... by the Empire!,4,483
Han,The entire starfleet couldn't destroy the whole planet.  It'd take a thousand ships with more fire power than I've...,4,484
Han,There's another ship coming in.,4,485
Luke,Maybe they know what happened.,4,486
Ben,It's an Imperial fighter.,4,487
Luke,It followed us!,4,488
Ben,No.  It's a short range fighter.,4,489
Han,There aren't any bases around here.  Where did it come from?,4,490
Luke,"It sure is leaving in a big hurry.  If they identify us, we're in big trouble.",4,491
Han,Not if I can help it.  Chewie... jam it's transmissions.,4,492
Ben,It'd be as well to let it go.  It's too far out of range.,4,493
Han,Not for long...,4,494
Ben,A fighter that size couldn't get this deep into space on its own.,4,495
Luke,"Then he must have gotten lost, been part of a convoy or something...",4,496
Han,"Well, he ain't going to be around long enough to tell anyone about us.",4,497
Luke,Look at him.  He's heading for that small moon.,4,498
Han,I think I can get him before he gets there... he's almost in range.,4,499
Ben,That's no moon!  It's a space station.,4,500
Han,It's too big to be a space station.,4,501
Luke,I have a very bad feeling about this.,4,502
Ben,Turn the ship around!,4,503
Han,"Yeah, I think your right.  Full reverse!  Chewie, lock in the auxiliary power.",4,504
Luke,Why are we still moving towards it?,4,505
Han,We're caught in a tractor beam!  It's pulling us in!,4,506
Luke,But there's gotta be something you can do!,4,507
Han,"There's nothin' I can do about it, kid.  I'm in full power.  I'm going to have to shut down.  But they're not going to get me without a fight!",4,508
Ben,You can't win.  But there are alternatives to fighting.,4,509
Voice Over Death Star Intercom,Clear Bay twenty-three-seven.  We are opening the magnetic field.,4,510
Officer,To your stations!,4,511
Officer,Come with me.,4,512
Officer,Close all outboard shields!  Close all outboard shields!,4,513
Tarkin,Yes.,4,514
Voice,We've captured a freighter entering the remains of the Alderaan system.  It's markings match those of a ship that blasted its way out of Mos Eisley.,4,515
Vader,They must be trying to return the stolen plans to the princess.  She may yet be of some use to us.,4,516
Voice,Unlock one-five-seven and nine. Release charges.,4,517
Officer,"There's no one on board, sir.  According to the log, the crew abandoned ship right after takeoff.  It must be a decoy, sir.  Several of the escape pods have been jettisoned.",4,518
Vader,Did you find any droids?,4,519
Officer,"No, sir.  If there were any on board, they must also have jettisoned.",4,520
Vader,Send a scanning crew on board.  I want every part of this ship checked.,4,521
Officer,"Yes, sir.",4,522
Vader,I sense something... a presence I haven't felt since...,4,523
Officer,Get me a scanning crew in here on the double.  I want every part of this ship checked!,4,524
Luke,"Boy, it's lucky you had these compartments.",4,525
Han,"I use them for smuggling.  I never thought I'd be smuggling myself in them.  This is ridiculous.  Even if I could take off, I'd never get past the tractor beam.",4,526
Ben,Leave that to me!,4,527
Han,Damn fool. I knew that you were going to say that!,4,528
Ben,Who's the more foolish... the fool or the fool who follows him?,4,529
Trooper,"The ship's all yours.  If the scanners pick up anything, report it immediately.  All right, let's go.",4,530
Han,"Hey down there, could you give us a hand with this?",4,531
Gantry Officer,"TX-four-one-two.  Why aren't you at your post?  TX-four-one-two, do you copy? ",4,532
Gantry Officer,Take over.  We've got a bad transmitter.  I'll see what I can do.,4,533
Luke,"You know, between his howling and your blasting everything in sight, it's a wonder the whole station doesn't know we're here.",4,534
Han,Bring them on!  I prefer a straight fight to all this sneaking around.,4,535
Threepio,"We found the computer outlet, sir.",4,536
Ben,Plug in.  He should be able to interpret the entire Imperial computer network.,4,537
Threepio,He says he's found the main control to the power beam that's holding the ship here.  He'll try to make the precise location appear on the monitor.,4,538
Threepio,The tractor beam is coupled to the main reactor in seven locations.  A power loss at one of the terminals will allow the ship to leave.,4,539
Ben,I don't think you boys can help.  I must go alone.,4,540
Han,Whatever you say.  I've done more than I bargained for on this trip already.,4,541
Luke,I want to go with you.,4,542
Ben,"Be patient, Luke.  Stay and watch over the droids.",4,543
Luke,But he can...,4,544
Ben,They must be delivered safely or other star systems will suffer the same fate as Alderaan.  Your destiny lies along a different path from mine.  The Force will be with you... always!,4,545
Han,"Boy you said it, Chewie.",4,546
Han,Where did you dig up that old fossil?,4,547
Luke,Ben is a great man.,4,548
Han,"Yeah, great at getting us into trouble.",4,549
Luke,I didn't hear you give any ideas...,4,550
Han,"Well, anything would be better than just hanging around waiting for them to pick us up...",4,551
Luke,Who do you think...,4,552
Luke,What is it?,4,553
Threepio,"I'm afraid I'm not quite sure, sir. He says ""I found her,"" and keepsrepeating, ""She's here.""",4,554
Luke,"Well, who... who has he found?",4,555
Threepio,Princess Leia.,4,556
Luke,The princess?  She's here?,4,557
Han,Princess?,4,558
Luke,Where... where is she?,4,559
Han,Princess?  What's going on?,4,560
Threepio,Level five. Detention block AA-twenty-three.  I'm afraid she's scheduled to be terminated.,4,561
Luke,"Oh, no!  We've got to do something.",4,562
Han,What are you talking about?,4,563
Luke,The droid belongs to her.  She's the one in the message.  We've got to help her.,4,564
Han,"Now, look, don't get any funny ideas.  The old man wants us to wait right here.",4,565
Luke,"But he didn't know she was here.  Look, will you just find a way back into the detention block?",4,566
Han,I'm not going anywhere.,4,567
Luke,"They're going to execute her.  Look, a few minutes ago you said you didn't want to just wait here to be captured.  Now all you want to do is stay. ",4,568
Han,Marching into the detention area is not what I had in mind.,4,569
Luke,But they're going to kill her!,4,570
Han,Better her than me...,4,571
Luke,She's rich.,4,572
Han,Rich?,4,573
Luke,"Yes.  Rich, powerful!  Listen, if you were to rescue her, the reward would be...",4,574
Han,What?,4,575
Luke,Well more wealth that you can imagine.,4,576
Han,"I don't know, I can imagine quite a bit!",4,577
Luke,You'll get it!,4,578
Han,I better!,4,579
Luke,You will...,4,580
Han,"All right, kid.  But you'd better be right about this!",4,581
Luke,All right.,4,582
Han,What's your plan?,4,583
Luke,"Uh... Threepio, hand me those binders there will you?",4,584
Luke,"Okay.  Now, I'm going to put these on you.",4,585
Luke,"Okay.  Han, you put these on.",4,586
Han,"Don't worry, Chewie.  I think I know what he has in mind.",4,587
Threepio,"Master Luke, sir!  Pardon me for asking... but, ah... what should Artoo and I do if we're discovered here?",4,588
Luke,Lock the door!,4,589
Han,And hope they don't have blasters.,4,590
Threepio,That isn't very reassuring.,4,591
Luke,I can't see a thing in this helmet.,4,592
Han,This is not going to work.,4,593
Luke,Why didn't you say so before?,4,594
Han,I did say so before!,4,595
Officer,Where are you taking this... thing?,4,596
Luke,Prisoner transfer from Block one-one-three-eight.,4,597
Officer,I wasn't notified.  I'll have to clear it.,4,598
Han,Look out!  He's loose!,4,599
Luke,He's going to pull us all apart.,4,600
Han,Go get him!,4,601
Han,We've got to find out which cell this princess of yours is in.  Here it is... cell twenty-one-eight-seven.  You go get her.  I'll hold them here.,4,602
Han,Everything is under control.  Situation normal.,4,603
Intercom Voice,What happened?,4,604
Han,"Uh... had a slight weapons malfunction.  But, uh, everything's perfectly all right now.  We're fine.  We're all fine here, now, thank you.  How are you?",4,605
Intercom Voice,We're sending a squad up.,4,606
Han,"Uh, uh, negative, negative.  We had a reactor leak here now.  Give us a few minutes to lock it down.  Large leak... very dangerous.",4,607
Intercom Voice,Who is this?  What's your operating number?,4,608
Han,Boring conversation anyway.Luke!  We're going to have company!,4,609
Leia,Aren't you a little short for a stormtrooper?,4,610
Luke,What?  Oh... the uniform.  I'm Luke Skywalker.  I'm here to rescue you. ,4,611
Leia,You're who?,4,612
Luke,I'm here to rescue you.  I've got your R2 unit.  I'm here with Ben Kenobi.,4,613
Leia,Ben Kenobi is here!  Where is he?,4,614
Luke,Come on!,4,615
Vader,He is here...,4,616
Tarkin,Obi-Wan Kenobi!  What makes you think so?,4,617
Vader,A tremor in the Force.  The last time I felt it was in the presence of my old master.,4,618
Tarkin,Surely he must be dead by now.,4,619
Vader,Don't underestimate the Force.,4,620
Tarkin,"The Jedi are extinct, their fire has gone out of the universe.  You, my friend, are all that's left of their religion.",4,621
Tarkin,Yes.,4,622
Intercom Voice,"Governor Tarkin, we have an emergency alert in detention block AA-twenty-three.",4,623
Tarkin,The princess!  Put all sections on alert!,4,624
Vader,Obi-Wan is here.  The Force is with him.,4,625
Tarkin,"If you're right, he must not be allowed to escape.",4,626
Vader,Escape may not his plan.  I must face him alone.,4,627
Han,Chewie!,4,628
Han,Get behind me!  Get behind me!,4,629
Han,Can't get out that way.,4,630
Leia,Looks like you managed to cut off our only escape route.,4,631
Han,"Maybe you'd like it back in your cell, Your Highness.",4,632
Luke,See-Threepio!  See-Threepio!,4,633
Threepio,Yes sir?,4,634
Luke,We've been cut off!  Are there any other ways out of the cell bay?...What was that?  I didn't copy!,4,635
Threepio,"I said, all systems have been alerted to your presence, sir.  The main entrance seems to be the only way out; all other information on your level is restricted.",4,636
Trooper Voice,Open up in there!,4,637
Threepio,"Oh, no!",4,638
Luke,There isn't any other way out.,4,639
Han,I can't hold them off forever!  Now what?,4,640
Leia,"This is some rescue.  When you came in here, didn't you have a plan for getting out?",4,641
Han,"He's the brains, sweetheart.",4,642
Luke,"Well, I didn't...",4,643
Han,What the hell are you doing?,4,644
Leia,"Somebody has to save our skins.  Into the garbage chute, wise guy.",4,645
Han,Get in there you big furry oaf!  I don't care what you smell!  Get in there and don't worry about it.,4,646
Han,Wonderful girl!  Either I'm going to kill her or I'm beginning to like her.  Get in there!,4,647
Han,Oh!  The garbage chute was a really wonderful idea.  What an incredible smell you've discovered!  Let's get out of here!  Get away from there...,4,648
Luke,No!  wait!,4,649
Luke,Will you forget it?  I already tried it.  It's magnetically sealed!,4,650
Leia,Put that thing away!  You're going to get us all killed.,4,651
Han,"Absolutely, Your Worship.  Look, I had everything under control until you led us down here.  You know, it's not going to take them long to figure out what happened to us.",4,652
Leia,It could be worse...,4,653
Han,It's worse.,4,654
Luke,There's something alive in here!,4,655
Han,That's your imagination.,4,656
Luke,Something just moves past my leg!  Look!  Did you see that?,4,657
Han,What?,4,658
Luke,Help!,4,659
Han,Luke!  Luke!  Luke!,4,660
Leia,Luke!,4,661
Leia,"Luke, Luke, grab a hold of this.",4,662
Luke,"Blast it, will you!  My gun's jammed.",4,663
Han,Where?,4,664
Luke,Anywhere!  Oh!!,4,665
Han,Luke!  Luke!,4,666
Leia,Grab him!,4,667
Leia,What happened?,4,668
Luke,"I don't know, it just let go of me and disappeared...",4,669
Han,I've got a very bad feeling about this.,4,670
Luke,The walls are moving!,4,671
Leia,Don't just stand there.  Try and brace it with something.,4,672
Luke,Wait a minute!,4,673
Luke,Threepio!  Come in Threepio!  Threepio!  Where could he be?,4,674
First Trooper,Take over!See to him!  Look there!,4,675
Threepio,"They're madmen!  They're heading for the prison level.  If you hurry, you might catch them.",4,676
First Officer,Follow me!  You stand guard.,4,677
Threepio,Come on!,4,678
Threepio,"Oh!  All this excitement has overrun the circuits of my counterpart here.  If you don't mind, I'd like to take him down to maintenance.",4,679
Trooper,All right.,4,680
Luke,"Threepio!  Come in, Threepio!  Threepio!",4,681
Han,Get to the top!,4,682
Leia,I can't ,4,683
Luke,"Where could he be?  Threepio!  Threepio, will you come in?",4,684
Threepio,They aren't here!  Something must have happened to them.  See if they've been captured.,4,685
Threepio,Hurry!,4,686
Han,One thing's for sure.  We're all going to be a lot thinner!Get on top of it!,4,687
Leia,I'm trying!,4,688
Threepio,"Thank goodness, they haven't found them!  Where could they be?",4,689
Threepio,"Use the comlink?  Oh, my!  I forgot I turned it off!",4,690
Threepio,"Are you there, sir?",4,691
Luke,Threepio!,4,692
Threepio,We've had some problems...,4,693
Luke,"Shut down all the garbage mashers on the detention level, will you?  Do you copy?",4,694
Luke,Shut down all the garbage mashers on the detention level.,4,695
Luke,Shut down all the garbage mashers on the detention level.,4,696
Threepio,No.  Shut them all down!  Hurry!,4,697
Threepio,"Listen to them!  They're dying, Artoo!  Curse my metal body!  I wasn't fast enough.  It's all my fault!  My poor master!",4,698
Luke,"Threepio, we're all right!",4,699
Luke,We're all right.  You did great.,4,700
Luke,"Hey... hey, open the pressure maintenance hatch on unit number... where are we?",4,701
Han,Three-two-six-eight-two-seven.,4,702
Han,"If we can just avoid any more female advice, we ought to be able to get out of here.",4,703
Luke,"Well, let's get moving!",4,704
Han,Where are you going?,4,705
Leia,"No, wait.  They'll hear!",4,706
Han,"Come here, you big coward!",4,707
Han,Chewie!  Come here!,4,708
Leia,"Listen. I don't know who you are, or where you came from, but from now on, you do as I tell you.  Okay?",4,709
Han,"Look, Your Worshipfulness, let's get one thing straight!  I takeorders from one person!  Me!",4,710
Leia,It's a wonder you're still alive.Will somebody get this big walking carpet out of my way?,4,711
Han,No reward is worth this.,4,712
Officer,Secure this area until the alert is canceled.,4,713
First Trooper,Give me regular reports.,4,714
First Trooper,Do you know what's going on?,4,715
Second Trooper,Maybe it's another drill.,4,716
Second Trooper,What was that?,4,717
First Trooper,"Oh, it's nothing.  Don't worry about it.",4,718
Han,There she is.,4,719
Luke,"See-Threepio, do you copy?",4,720
Threepio,"For the moment.  Uh, we're in the main hangar across from the ship.",4,721
Luke,We're right above you.  Stand by.,4,722
Leia,You came in that thing?  You're braver that I thought.,4,723
Han,Nice!  Come on!,4,724
First Trooper,It's them!  Blast them!,4,725
Han,Get back to the ship!,4,726
Luke,Where are you going?  Come back!,4,727
Leia,He certainly has courage.,4,728
Luke,What good will it do us if he gets himself killed?  Come on!,4,729
Luke,I think we took a wrong turn.,4,730
Leia,There's no lock!,4,731
Luke,That oughta hold it for a while.,4,732
Leia,"Quick, we've got to get across.  Find the control that extends the bridge.",4,733
Luke,"Oh, I think I just blasted it.",4,734
Leia,They're coming through!,4,735
Luke,"Here, hold this.",4,736
Leia,Here they come!,4,737
Leia,For luck!,4,738
Threepio,Where could they be?,4,739
Trooper,Close the blast doors!,4,740
Trooper,Open the blast doors!  Open the blast doors!,4,741
Vader,"I've been waiting for you, Obi-Wan.  We meet again, at last.  The circle is now complete.",4,742
Vader,"When I left you, I was but the learner; now I am the master.",4,743
Ben,"Only a master of evil, Darth.",4,744
Vader,"Your powers are weak, old man.",4,745
Ben,"You can't win, Darth.  If you strike me down, I shall become more powerful than you can possibly imagine.",4,746
Han,Didn't we just leave this party?,4,747
Han,What kept you?,4,748
Leia,We ran into some old friends.,4,749
Luke,Is the ship all right?,4,750
Han,"Seems okay, if we can get to it.Just hope the old man got the tractor beam out of commission.",4,751
Luke,Look!,4,752
Threepio,"Come on, Artoo, we're going!",4,753
Han,Now's our chance!  Go!,4,754
Luke,No!,4,755
Han,Come on!,4,756
Leia,"Come on!  Luke, its too late!",4,757
Han,Blast the door!  Kid!,4,758
Ben,"Run, Luke!  Run!",4,759
Han,"I hope the old man got that tractor beam out if commission, or this is going to be a real short trip.  Okay, hit it!",4,760
Han,We're coming up on the sentry ships.  Hold 'em off!  Angle the deflector shields while I charge up the main guns!,4,761
Luke,I can't believe he's gone.,4,762
Leia,There wasn't anything you could have done.,4,763
Han,"Come on, buddy, we're not out of this yet!",4,764
Han,"You in, kid?  Okay, stay sharp!",4,765
Leia,Here they come!,4,766
Luke,They're coming in too fast!,4,767
Threepio,Oooh!,4,768
Leia,We've lost lateral controls.,4,769
Han,"Don't worry, she'll hold together.",4,770
Han,"You hear me, baby?  Hold together!",4,771
Luke,Got him!  I got him!,4,772
Han,Great kid!  Don't get cocky.,4,773
Leia,There are still two more of them out there!,4,774
Luke,That's it!  We did it!,4,775
Leia,We did it!,4,776
Threepio,Help!  I think I'm melting!This is all your fault.,4,777
Tarkin,Are they away?,4,778
Vader,They have just made the jump into hyperspace.,4,779
Tarkin,"You're sure the homing beacon is secure aboard their ship?  I'm taking an awful risk, Vader.  This had better work.",4,780
Han,"Not a bad bit of rescuing, huh?  You know, sometimes I even amaze myself.",4,781
Leia,"That doesn't sound too hard.  Besides, they let us go.  It's the only explanation for the ease of our escape.",4,782
Han,Easy... you call that easy?,4,783
Leia,Their tracking us!,4,784
Han,"Not this ship, sister.",4,785
Leia,At least the information in Artoo is still intact.,4,786
Han,What's so important?  What's he carrying?,4,787
Leia,"The technical readouts of that battle station.  I only hope that when the data is analyzed, a weakness can be found.  It's not over yet!",4,788
Han,"It is for me, sister!  Look, I ain't in this for your revolution, and I'm not in it for you, Princess.  I expect to be well paid.  I'm in it for the money!",4,789
Leia,"You needn't worry about your reward.  If money is all that you love, then that's what you'll receive!",4,790
Leia,Your friend is quite a mercenary.  I wonder if he really cares about anything... or anyone.,4,791
Luke,I care!,4,792
Luke,"So... what do you think of her, Han?",4,793
Han,"I'm trying not to, kid!",4,794
Luke,Good...,4,795
Han,"Still, she's got a lot of spirit.  I don't know, what do you think?  Do you think a princess and a guy like me...",4,796
Luke,No!,4,797
Willard,You're safe!  We had feared the worst.,4,798
Willard,"When we heard about Alderaan, we were afraid that you were... lost along with your father.",4,799
Leia,"We don't have time for our sorrows, commander.  The battle station has surely tracked us here.It's the only explanation for the ease of our escape.  You must use the information in this R2 unit to plan the attack.  It is our only hope.",4,800
Tarkin,Yes.,4,801
Death Star Intercom Voice,We are approaching the planet Yavin.  The Rebel base is on a moon on the far side.  We are preparing to orbit the planet.,4,802
Dodonna,The battle station is heavily shielded and carries a firepower greater than half the star fleet.Its defenses are designed around a direct large-scale assault.  A small one-man fighter should be able to penetrate the outer defense.,4,803
Gold Leader,"Pardon me for asking, sir, but what good are snub fighters going to be against that?",4,804
Dodonna,"Well, the Empire doesn't consider a small one-man fighter to be any threat, or they'd have a tighter defense.  An analysis of the plans provided by Princess Leia has demonstrated a weakness in the battle station.",4,805
Dodonna,"The approach will not be easy.  You are required to maneuver straight down this trench and skim the surface to this point.  The target area is only two meters wide.  It's a small thermal exhaust port, right below the main port.  The shaft leads directly to the reactor system.  A precise hit will start a chain reaction which should destroy the station.",4,806
Dodonna,"Only a precise hit will set up a chain reaction.  The shaft is ray-shielded, so you'll have to use proton torpedoes.",4,807
Wedge,"That's impossible, even for a computer.",4,808
Luke,It's not impossible.  I used to bullseye womp rats in my T-sixteen back home.  They're not much bigger than two meters.,4,809
Dodonna,Man your ships!  And may the Force be with you!,4,810
Death Star Intercom Voice,Orbiting the planet at maximum velocity.  The moon with the Rebel base will be in range in thirty minutes.,4,811
Vader,This will be a day long remembered.  It has seen the end of Kenobi and it will soon see the end of the Rebellion.,4,812
Man,"All flight troops, man your stations.  All flight troops, man your stations.",4,813
Luke,So... you got your reward and you're just leaving then?,4,814
Han,"That's right, yeah!  I got some old debts I've got to pay off with this stuff.  Even if I didn't, you don't think I'd be fool enough to stick around here, do you?  Why don't you come with us?  You're pretty good in a fight.  I could use you.",4,815
Luke,"Come on!  Why don't you take a look around?  You know what's about to happen, what they're up against.  They could use a good pilot like you.  You're turning your back on them.",4,816
Han,"What good's a reward if you ain't around to use it?  Besides, attacking that battle station ain'tmy idea of courage.  It's more like suicide.",4,817
Luke,"All right.  Well, take care of yourself, Han... guess that's what you're best at, isn't it?",4,818
Han,"Hey, Luke... may the Force be with you!",4,819
Han,What're you lookin' at?  I know what I'm doing.,4,820
Leia,What's wrong?,4,821
Luke,"Oh, it's Han!  I don't know, I really thought he'd change his mind. ",4,822
Leia,He's got to follow his own path.  No one can choose it for him.,4,823
Luke,I only wish Ben were here.,4,824
Biggs,Luke!  I don't believe it!  How'd you get here... are you going out with us?!,4,825
Luke,"Biggs!  Of course, I'll be up there with you!  Listen, have I got some stories to tell...",4,826
Red Leader,Are you... Luke Skywalker?  Have you been checked out on the Incom T-sixty-five?,4,827
Biggs,"Sir, Luke is the best bushpilot in the outer rim territories.",4,828
Red Leader,"I met your father once when I was just a boy.  He was a great pilot.  You'll do all right.  If you've got half of your father's skill, you'll do better than all right.",4,829
Luke,"Thank you, sir.  I'll try.",4,830
Biggs,"I've got to get aboard.  Listen, you'll tell me your stories when we come back.  All right?",4,831
Luke,"I told you I'd make it someday, Biggs.",4,832
Biggs,"You did, all right.  It's going to be like old times Luke. We're a couple of shooting stars that'll never be stopped!",4,833
Chief,This R2 unit of your seems a bit beat up.  Do you want a new one?,4,834
Luke,"Not on your life!  That little droid and I have been through a lot together.You okay, Artoo?",4,835
Chief,"Okay, easy she goes!",4,836
Threepio,"Hang on tight, Artoo, you've got to come back.",4,837
Threepio,"You wouldn't want my life to get boring, would you?",4,838
Ben,"Luke, the Force will be with you.",4,839
Massassi Intercom Voice,"Stand-by alert.  Death Star approaching.  Estimated time to firing range, fifteen minutes.",4,840
Red Leader,All wings report in.,4,841
Red Ten,Red Ten standing by.,4,842
Red Seven,Red Seven standing by.,4,843
Biggs,Red Three standing by.,4,844
Porkins,Red Six standing by.,4,845
Red Nine,Red Nine standing by.,4,846
Wedge,Red Two standing by.,4,847
Red Eleven,Red Eleven standing by.,4,848
Luke,Red Five standing by.,4,849
Red Leader,Lock S-foils in attack position.,4,850
Red Leader,We're passing through their magnetic field.,4,851
Red Leader,Hold tight!,4,852
Red Leader,Switch your deflectors on.,4,853
Red Leader,Double front!,4,854
Wedge,Look at the size of that thing!,4,855
